"acra" "numa" "acrb" "numb" "year" "expab" "impab" "Population" "source_trade" "source_pop" "source_gdp" "GDP" "tradeop" "ln.tradeop" "GDPpC" "ln.GDPpC" "PolitySC2" "outFDI" "inFDI" "outFDIstock" "inFDIstock" "source_FDI" "emig_ab" "immig_ba" "source_emig" "source_immig" "credit" "debit" "source_serv" "Distance" "ECOfreq" "PMfreq" "CAPfreq" "SERfreq" "ECOcum" "PMcum" "CAPcum" "SERcum" "crisis" "bankcrisis" "currcrisis" "debtcrisis" "globcrisis" "domcrisis" "HId" "LMId" "refugeecrisis" "contiguity" "bordercontrols" "EU_memb" "acra-bt-id" "acra-b-id" "ln.migop" "ln.capop" "ln.servop"
"2586" "LAT" 835 "SWD" 710 2001 191.28 227.82 2337170 1 2 4 25844.6754844961 16216.1061086417 9.69376023156391 11.0581068063068 2.40316380660547 8 NA 27 NA 233 "UNC-14" 157 NA "OECD" "OECD" 35965.8284977434 35965.8284977434 "EStat" 591.2 0 0 0 0 24.5 24.5 15.5 13 0 0 0 0 0 0 0 0 0 0 1 0 50 58 NA NA 1.02361185748722
"2587" "LAT" 835 "SWD" 710 2002 240.34 257.93 2310173 1 2 4 28052.4656007752 17762.0750735804 9.78482084944956 12.1430150905474 2.49675411480725 8 NA 65 1 357 "UNC-14" 161 NA "OECD" "OECD" 38556.9678548402 38556.9678548402 "EStat" 591.2 3 5 3 3 27.5 29.5 18.5 16 0 0 0 0 0 0 0 0 0 0 1 0 50 58 NA NA 1.01120748442893
"2588" "LAT" 835 "SWD" 710 2003 305.38 328.44 2287955 1 2 4 28979.9123062015 21871.0116615627 9.99291737055992 12.6662947069333 2.538944505385 8 NA 52 1 429 "UNC-14" 152 NA "OECD" "OECD" 29395.7815234411 29395.7815234411 "EStat" 591.2 1 1 1 1 28.5 30.5 19.5 17 0 0 0 0 0 0 0 0 0 0 0 0 50 58 NA NA 0.707395448135329
"2589" "LAT" 835 "SWD" 710 2004 398.69 430.52 2263122 1 2 4 30493.563372093 27192.9518332014 10.2107130949264 13.4741138003577 2.60077034842514 8 2 56 4 557 "UNC-14" 206 NA "OECD" "OECD" 24278.1615547573 24278.1615547573 "EStat" 591.2 4 4 4 4 32.5 34.5 23.5 21 0 0 0 0 0 0 0 0 0 0 0 1 50 58 NA 6.34826448323486 0.465208801020498
"2590" "LAT" 390 "SWD" 366 2005 403.06 430.52 2238799 1 2 4 32536.8330426357 25619.5800896692 10.1511121853738 14.5331640056279 2.6764332106301 8 -2 95 2 756 "UNC-14" 232 45 "OECD" "OECD" 77398.913143594 77398.913143594 "EStat" 591.2 0 0 0 0 32.5 34.5 23.5 21 0 0 0 0 0 0 0 0 0 0 0 1 50 58 -8.99743261314405 6.68773185500417 1.5597471469874
"2591" "LAT" 390 "SWD" 366 2006 384.21 580.55 2218357 1 2 4 36432.3295542636 26480.8759638346 10.184178089709 16.4231138424805 2.79868972322451 8 2 205 5 1131 "UNC-14" 359 61 "OECD" "OECD" 82935.6175739154 82935.6175739154 "EStat" 591.2 3 4 3 3 35.5 38.5 26.5 24 0 0 0 0 0 0 0 0 0 0 0 1 50 58 -8.57202267847909 7.06680820883674 1.51575524045466
"2592" "LAT" 390 "SWD" 366 2007 615.23 745.46 2200325 1 2 4 41846.365503876 32516.3245031153 10.3894975346148 19.0182657125088 2.94539987065225 8 8 199 13 1460 "UNC-14" 333 77 "OECD" "OECD" 91000 91000 "EStat" 591.2 1 2 1 1 36.5 40.5 27.5 26 0 0 0 0 0 0 0 0 0 0 0 1 50 58 -8.58795847499232 7.29703888789656 1.47000173969814
"2593" "LAT" 390 "SWD" 366 2008 625.42 706.68 2177322 1 2 4 42622.7024224806 31253.2975219658 10.3498801703005 19.5757459955306 2.97429135075636 8 -4 201 8 1658 "UNC-14" 404 69 "OECD" "OECD" 93023.5792576218 93023.5792576218 "EStat" 591.2 0 4 2 2 36.5 44.5 29.5 28 1 1 0 0 1 0 0 0 0 0 0 1 50 58 -8.434510850755 7.42811035296426 1.47361314994278
"2594" "LAT" 390 "SWD" 366 2009 439.44 342.72 2141669 1 2 4 36531.5301356589 21410.5458242638 9.97163887515245 17.0575052146989 2.83659029542036 8 -1 -149 8 1600 "UNC-14" 928 89 "OECD" "OECD" 118508.704061896 118508.704061896 "EStat" 591.2 0 0 0 0 36.5 44.5 29.5 28 0 0 0 0 0 0 0 0 0 0 0 1 50 58 -7.65248359352246 7.36597095247583 1.86995786340969
"2595" "LAT" 390 "SWD" 366 2010 554.35 413.09 2097555 1 2 4 36455.0516472868 26537.8858699821 10.1863286464609 17.379783437043 2.85530765929028 8 5 130 12 1387 "UNC-14" 767 63 "OECD" "OECD" 137098.093395966 137098.093395966 "EStat" 591.2 3 5 3 3 39.5 49.5 32.5 31 0 0 0 0 0 0 0 0 0 0 0 1 50 58 -7.83485723788156 7.2429767337017 2.01776382036639
"2596" "LAT" 390 "SWD" 366 2011 749.22 617.3 2059709 1 2 4 39597.629748062 34510.1464076112 10.4490086585522 19.2248661087863 2.95620455093501 8 -2 1655 9 2860 "UNC-14" 795 NA "OECD" "OECD" 182860.919222621 182860.919222621 "EStat" 591.2 0 0 0 0 39.5 49.5 32.5 31 0 0 0 0 0 0 0 0 0 0 0 1 50 58 NA 8.02081820794823 2.22310377858161
"2597" "LAT" 390 "SWD" 366 2012 662.71 571.03 2034319 1 2 4 41848.704748062 29480.9602215259 10.2914999177377 20.571358153791 3.02389972743523 8 5 221 14 3182 "UNC-14" 698 NA "OECD" "OECD" 159850.787510362 159850.787510362 "EStat" 591.2 3 5 3 3 42.5 49.5 35.5 34 0 0 0 0 0 0 0 0 0 0 0 1 50 58 NA 8.07032556317257 2.03332713602264
"2598" "LAT" 390 "SWD" 366 2013 669.65 602.34 2012647 1 2 4 44020.1747093023 28895.6145312891 10.2714451162637 21.8717811465708 3.08519727383108 8 NA NA NA NA NA 599 NA "OECD" "OECD" NA NA "EStat" 591.2 0 0 0 0 42.5 49.5 35.5 34 0 0 0 0 0 0 0 0 0 0 0 1 50 58 NA NA NA
"2599" "LAT" 390 "SWD" 366 2014 731.89 562.83 1993782 1 2 4 45645.0535852713 28364.9573897702 10.252909767548 22.8937033162459 3.13086190839449 8 NA NA NA NA NA 688 NA "OECD" "OECD" NA NA "EStat" 591.2 0 0 0 0 42.5 49.5 35.5 34 0 0 0 0 0 0 0 0 0 0 0 1 50 58 NA NA NA
"2600" "LAT" 390 "SWD" 366 2015 620 500 1978440 1 2 4 40824.3462209302 27434.6095817154 10.2195606187272 20.6346142521028 3.02696996916516 8 NA NA NA NA NA NA NA NA NA NA NA "EStat" 591.2 0 0 0 0 42.5 49.5 35.5 34 0 0 0 0 0 0 0 0 1 0 0 1 50 58 NA NA NA
"2650" "LIT" 368 "DEN" 390 2000 186 169 3499536 1 2 4 39472.6486434109 8993.56927392963 9.10426507580469 11.2793949379034 2.42297760437444 10 NA NA NA NA NA 416 NA "OECD" "OECD" 35661.6929170121 137348.346688772 "EStat" 793.1 0 0 0 0 24.5 24.5 15.5 13 0 0 0 0 0 0 0 0 0 0 1 0 60 61 NA NA 1.47774163256448
"2651" "LIT" 835 "DEN" 710 2001 205.55 185.5 3470818 1 2 4 42235.2569767442 9258.85215319803 9.13333536241884 12.1686752162586 2.49886504456293 10 NA 39 NA 253 "UNC-14" 416 NA "OECD" "OECD" 33581.8366031132 116330.662245556 "EStat" 793.1 0 0 0 0 24.5 24.5 15.5 13 0 0 0 0 0 0 0 0 0 0 1 0 60 61 NA NA 1.26679643726691
"2652" "LIT" 835 "DEN" 710 2002 278.94 223.62 3443067 1 2 4 45062.8937015504 11152.4129659412 9.31941116297656 13.0880095280023 2.57169650785541 10 NA 13 NA 302 "UNC-14" 407 NA "OECD" "OECD" 32872.9851708575 113122.870037764 "EStat" 793.1 3 5 3 3 27.5 29.5 18.5 16 0 0 0 0 0 0 0 0 0 0 1 0 60 61 NA NA 1.1755190805274
"2653" "LIT" 835 "DEN" 710 2003 338.74 278.64 3415213 1 2 4 48580.9335271318 12708.2778196348 9.45000885694103 14.224861971166 2.65499127670809 10 NA -38 NA 289 "UNC-14" 301 NA "OECD" "OECD" 27715.8515243622 101357.373123331 "EStat" 793.1 1 1 1 1 28.5 30.5 19.5 17 0 0 0 0 0 0 0 0 0 0 0 0 60 61 NA NA 0.977148736572365
"2654" "LIT" 835 "DEN" 710 2004 442.74 445.34 3377075 1 2 4 50281.075872093 17662.3110105904 9.77918832689819 14.8889426121993 2.70061883089023 10 NA 56 NA 394 "UNC-14" 540 NA "OECD" "OECD" 35406.6500875011 111693.193331491 "EStat" 793.1 4 4 4 4 32.5 34.5 23.5 21 0 0 0 0 0 0 0 0 0 0 0 1 60 61 NA NA 1.07348278204568
"2655" "LIT" 390 "DEN" 366 2005 511.18 467.72 3322528 1 2 4 52409.2326550388 18678.0067253262 9.83510199973632 15.7739024787869 2.75835683255444 10 9 123 8 424 "UNC-14" 580 NA "OECD" "OECD" 100266.556138897 105890.669614074 "EStat" 793.1 0 0 0 0 32.5 34.5 23.5 21 0 0 0 0 0 0 0 0 0 0 0 1 60 61 NA 6.08791044537623 1.36955633797363
"2656" "LIT" 390 "DEN" 366 2006 593.47 558.98 3269909 1 2 4 56226.4187015504 20496.5926447708 9.92801393886147 17.19510197426 2.84462457432666 10 NA 111 10 619 "UNC-14" 772 NA "OECD" "OECD" 119913.23570047 135002.671087777 "EStat" 793.1 3 4 3 3 35.5 38.5 26.5 24 0 0 0 0 0 0 0 0 0 0 0 1 60 61 NA NA 1.51154698336652
"2657" "LIT" 390 "DEN" 366 2007 697.28 669.38 3231294 1 2 4 63142.964244186 21643.8999397441 9.98247893574991 19.541076808296 2.97251875299267 10 NA 195 10 956 "UNC-14" 733 NA "OECD" "OECD" 166174.173344386 178549.138804458 "EStat" 793.1 1 2 1 1 36.5 40.5 27.5 26 0 0 0 0 0 0 0 0 0 0 0 1 60 61 NA NA 1.697340672295
"2658" "LIT" 390 "DEN" 366 2008 1113.2 667.98 3198231 1 2 4 66015.8293604651 26981.1046419527 10.2028920719167 20.6413574755748 3.02729670761611 10 NA 54 10 928 "UNC-14" 1086 NA "OECD" "OECD" 168462.374504928 219370.360136318 "EStat" 793.1 0 4 2 2 36.5 44.5 29.5 28 0 0 0 0 0 0 0 0 0 0 0 1 60 61 NA NA 1.77067959832448
"2659" "LIT" 390 "DEN" 366 2009 627.08 404.65 3162916 1 2 4 58053.0220930233 17772.201391114 9.78539079592463 18.3542724792638 2.90986238005669 10 2 -172 3 799 "UNC-14" 1265 NA "OECD" "OECD" 150834.484664272 161930.643824261 "EStat" 793.1 0 0 0 0 36.5 44.5 29.5 28 0 0 0 0 0 0 0 0 0 0 0 1 60 61 NA 6.60979837858926 1.68409575368096
"2660" "LIT" 390 "DEN" 366 2010 623.47 400.63 3097282 1 2 4 61683.8398255814 16602.4035289594 9.71730275476461 19.9154742208108 2.99149702859267 10 -2 -70 NA 757 "UNC-14" 1486 NA "OECD" "OECD" 192454.361241595 186666.206134291 "EStat" 793.1 3 5 3 3 39.5 49.5 32.5 31 0 0 0 0 0 0 0 0 0 0 0 1 60 61 NA NA 1.81583229291945
"2661" "LIT" 390 "DEN" 366 2011 596.83 516.19 3028115 1 2 4 66918.1277131783 16632.5633731204 9.71911770180691 22.0989386840256 3.09552958402329 10 NA 36 NA 533 "UNC-14" 1576 NA "OECD" "OECD" 223065.487703786 208601.086856406 "EStat" 793.1 0 0 0 0 39.5 49.5 32.5 31 0 0 0 0 0 0 0 0 0 0 0 1 60 61 NA NA 1.86418357435018
"2662" "LIT" 390 "DEN" 366 2012 602.53 504.74 2987773 1 2 4 72362.0700581395 15301.8010555856 9.63572581650388 24.2194002215495 3.18715397405075 10 3 19 1 583 "UNC-14" 1509 NA "OECD" "OECD" 245953.486230082 269921.525283227 "EStat" 793.1 3 5 3 3 42.5 49.5 35.5 34 0 0 0 0 0 0 0 0 0 0 0 1 60 61 NA 6.40522845803084 1.96418224250422
"2663" "LIT" 390 "DEN" 366 2013 666.4 573.93 2957689 1 2 4 76767.3737403101 16156.9940401479 9.69010830240556 25.9551878984944 3.25637150864788 10 NA NA NA NA NA 1448 NA "OECD" "OECD" NA NA "EStat" 793.1 0 0 0 0 42.5 49.5 35.5 34 0 0 0 0 0 0 0 0 0 0 0 1 60 61 NA NA NA
"2664" "LIT" 390 "DEN" 366 2014 759.46 539.98 2932367 1 2 4 79724.5488372093 16299.1201449549 9.69886640650082 27.1877799870239 3.30276760716917 10 NA NA NA NA NA 1471 NA "OECD" "OECD" NA NA "EStat" 793.1 0 0 0 0 42.5 49.5 35.5 34 0 0 0 0 0 0 0 0 0 0 0 1 60 61 NA NA NA
"2665" "LIT" 390 "DEN" 366 2015 668 476 2910199 1 2 4 82899.3937015504 13799.8596722982 9.53241370241955 28.4858161594964 3.34940628477734 10 NA NA NA NA NA NA NA NA NA NA NA "EStat" 793.1 0 0 0 0 42.5 49.5 35.5 34 0 0 0 0 0 0 0 0 0 0 0 1 60 61 NA NA NA
"2715" "LIT" 368 "EST" 366 2000 86 64 3499536 1 2 4 39472.6486434109 3800.0996932097 8.24278258042553 11.2793949379034 2.42297760437444 10 NA NA NA NA NA NA NA "OECD" "OECD" NA NA "EStat" 464.5 0 0 0 0 24.5 24.5 15.5 13 0 0 0 0 0 0 0 0 0 0 1 0 60 62 NA NA NA
"2716" "LIT" 835 "EST" 710 2001 148.81 68.74 3470818 1 2 4 42235.2569767442 5150.90982208984 8.54692864253791 12.1686752162586 2.49886504456293 10 2 -92 3 165 "UNC-14" NA NA "OECD" "OECD" NA NA "EStat" 464.5 0 0 0 0 24.5 24.5 15.5 13 0 0 0 0 0 0 0 0 0 0 1 0 60 62 NA 4.90527477843843 NA
"2717" "LIT" 835 "EST" 710 2002 207.88 81.53 3443067 1 2 4 45062.8937015504 6422.35720406128 8.76754049503679 13.0880095280023 2.57169650785541 10 -2 14 5 172 "UNC-14" NA NA "OECD" "OECD" NA NA "EStat" 464.5 3 5 3 3 27.5 29.5 18.5 16 0 0 0 0 0 0 0 0 0 0 1 0 60 62 NA 5.16135151147488 NA
"2718" "LIT" 835 "EST" 710 2003 308.12 135.31 3415213 1 2 4 48580.9335271318 9127.65498325285 9.1190640931997 14.224861971166 2.65499127670809 10 3 25 11 224 "UNC-14" NA NA "OECD" "OECD" 45856.221792392 32770.0101317123 "EStat" 464.5 1 1 1 1 28.5 30.5 19.5 17 0 0 0 0 0 0 0 0 0 0 0 0 60 62 NA 5.42294560710897 0.481474243574416
"2719" "LIT" 835 "EST" 710 2004 465.85 399.05 3377075 1 2 4 50281.075872093 17201.3025775377 9.75274039118627 14.8889426121993 2.70061883089023 10 7 137 17 384 "UNC-14" NA NA "OECD" "OECD" 54653.4033342544 45770.0101317123 "EStat" 464.5 4 4 4 4 32.5 34.5 23.5 21 0 0 0 0 0 0 0 0 0 0 0 1 60 62 NA 5.97246159998237 0.691766600814226
"2720" "LIT" 390 "EST" 366 2005 695.55 438.43 3322528 1 2 4 52409.2326550388 21637.0273433297 9.9821613549168 15.7739024787869 2.75835683255444 10 17 97 27 494 "UNC-14" NA NA "OECD" "OECD" 56996.6841668969 72082.5274016763 "EStat" 464.5 0 0 0 0 32.5 34.5 23.5 21 0 0 0 0 0 0 0 0 0 0 0 1 60 62 NA 6.21104620685583 0.901343487568336
"2721" "LIT" 390 "EST" 366 2006 914.57 598.59 3269909 1 2 4 56226.4187015504 26911.9043137328 10.2003240072422 17.19510197426 2.84462457432666 10 -3 280 27 870 "UNC-14" NA NA "OECD" "OECD" 73314.635718891 87377.9128672746 "EStat" 464.5 3 4 3 3 35.5 38.5 26.5 24 0 0 0 0 0 0 0 0 0 0 0 1 60 62 NA 6.78021647687704 1.05010617309161
"2722" "LIT" 390 "EST" 366 2007 998.08 875.83 3231294 1 2 4 63142.964244186 29677.2573544889 10.2981362858177 19.541076808296 2.97251875299267 10 -6 480 75 1603 "UNC-14" NA NA "OECD" "OECD" 102887.630100396 114135.857050751 "EStat" 464.5 1 2 1 1 36.5 40.5 27.5 26 0 0 0 0 0 0 0 0 0 0 0 1 60 62 NA 7.38356700851085 1.23460415420713
"2723" "LIT" 390 "EST" 366 2008 1358.87 907.31 3198231 1 2 4 66015.8293604651 34327.8274612899 10.4437116004786 20.6413574755748 3.02729670761611 10 -16 324 54 1861 "UNC-14" NA NA "OECD" "OECD" 141767.891682785 143161.646863775 "EStat" 464.5 0 4 2 2 36.5 44.5 29.5 28 0 0 0 0 0 0 0 0 0 0 0 1 60 62 NA 7.53192942912814 1.4623473644669
"2724" "LIT" 390 "EST" 366 2009 1159.65 480.8 3162916 1 2 4 58053.0220930233 28257.7881539288 10.2491243854447 18.3542724792638 2.90986238005669 10 13 -94 78 1963 "UNC-14" NA NA "OECD" "OECD" 116549.783549784 116394.12360689 "EStat" 464.5 0 0 0 0 36.5 44.5 29.5 28 0 0 0 0 0 0 0 0 0 0 0 1 60 62 NA 7.58170003670255 1.3894409158044
"2725" "LIT" 390 "EST" 366 2010 1046.6 668.8 3097282 1 2 4 61683.8398255814 27809.5527913065 10.2331348662395 19.9154742208108 2.99149702859267 10 -42 -60 95 1521 "UNC-14" NA NA "OECD" "OECD" 133903.472414111 123079.119462098 "EStat" 464.5 3 5 3 3 39.5 49.5 32.5 31 0 0 0 0 0 0 0 0 0 0 0 1 60 62 NA 7.32641713621101 1.42698636541189
"2726" "LIT" 390 "EST" 366 2011 1864.41 894.04 3028115 1 2 4 66918.1277131783 41221.2668564661 10.6267095879961 22.0989386840256 3.09552958402329 10 20 -934 109 674 "UNC-14" NA NA "OECD" "OECD" 137621.350280925 154687.666942986 "EStat" 464.5 0 0 0 0 39.5 49.5 32.5 31 0 0 0 0 0 0 0 0 0 0 0 1 60 62 NA 6.50071094289826 1.47434162310953
"2727" "LIT" 390 "EST" 366 2012 2280.12 882.68 2987773 1 2 4 72362.0700581395 43707.9812318641 10.6852860012924 24.2194002215495 3.18715397405075 10 12 29 115 734 "UNC-14" NA NA "OECD" "OECD" 159026.9871972 175963.986368242 "EStat" 464.5 3 5 3 3 42.5 49.5 35.5 34 0 0 0 0 0 0 0 0 0 0 0 1 60 62 NA 6.59899463512882 1.53242131899473
"2728" "LIT" 390 "EST" 366 2013 1823.09 977 2957689 1 2 4 76767.3737403101 36475.0005578176 10.5043823886841 25.9551878984944 3.25637150864788 10 NA NA NA NA NA NA NA "OECD" "OECD" NA NA "EStat" 464.5 0 0 0 0 42.5 49.5 35.5 34 0 0 0 0 0 0 0 0 0 0 0 1 60 62 NA NA NA
"2729" "LIT" 390 "EST" 366 2014 1397.78 928.2 2932367 1 2 4 79724.5488372093 29175.2042993614 10.281074459679 27.1877799870239 3.30276760716917 10 NA NA NA NA NA NA NA "OECD" "OECD" NA NA "EStat" 464.5 0 0 0 0 42.5 49.5 35.5 34 0 0 0 0 0 0 0 0 0 0 0 1 60 62 NA NA NA
"2730" "LIT" 390 "EST" 366 2015 1357 844 2910199 1 2 4 82899.3937015504 26550.2544918955 10.1867946120063 28.4858161594964 3.34940628477734 10 NA NA NA NA NA NA NA NA NA NA NA "EStat" 464.5 0 0 0 0 42.5 49.5 35.5 34 0 0 0 0 0 0 0 0 0 0 0 1 60 62 NA NA NA
"2780" "LIT" 368 "FIN" 375 2000 49 139 3499536 1 2 4 39472.6486434109 4762.79161548949 8.46858924915922 11.2793949379034 2.42297760437444 10 NA NA NA NA NA 20 NA "OECD" "OECD" 8381.68923275306 7184.30505664548 "EStat" 681 0 0 0 0 24.5 24.5 15.5 13 0 0 0 0 0 0 0 0 0 0 1 0 60 63 NA NA -0.930519310979507
"2781" "LIT" 835 "FIN" 710 2001 63.78 145.58 3470818 1 2 4 42235.2569767442 4956.9960025407 8.50855519159311 12.1686752162586 2.49886504456293 10 NA 18 NA 148 "UNC-14" 39 NA "OECD" "OECD" 7184.30505664548 9579.07340886064 "EStat" 681 0 0 0 0 24.5 24.5 15.5 13 0 0 0 0 0 0 0 0 0 0 1 0 60 63 NA NA -0.924058691783833
"2782" "LIT" 835 "FIN" 710 2002 64.32 174.36 3443067 1 2 4 45062.8937015504 5296.59727537178 8.5748198698401 13.0880095280023 2.57169650785541 10 NA 16 NA 199 "UNC-14" 62 NA "OECD" "OECD" 9579.07340886064 10776.4575849682 "EStat" 681 3 5 3 3 27.5 29.5 18.5 16 0 0 0 0 0 0 0 0 0 0 1 0 60 63 NA NA -0.794706483527879
"2783" "LIT" 835 "FIN" 710 2003 109.72 240.57 3415213 1 2 4 48580.9335271318 7210.4419278886 8.88328552214383 14.224861971166 2.65499127670809 10 NA 52 1 289 "UNC-14" 33 NA "OECD" "OECD" 8381.68923275306 13171.2259371834 "EStat" 681 1 1 1 1 28.5 30.5 19.5 17 0 0 0 0 0 0 0 0 0 0 0 0 60 63 NA NA -0.812720057566543
"2784" "LIT" 835 "FIN" 710 2004 81.09 415.66 3377075 1 2 4 50281.075872093 9879.4624296356 9.19821337930573 14.8889426121993 2.70061883089023 10 1 56 2 354 "UNC-14" 77 NA "OECD" "OECD" 8142.21239753155 15973.1049092751 "EStat" 681 4 4 4 4 32.5 34.5 23.5 21 0 0 0 0 0 0 0 0 0 0 0 1 60 63 NA 5.94672865326659 -0.734781569606099
"2785" "LIT" 390 "FIN" 366 2005 117.12 474.97 3322528 1 2 4 52409.2326550388 11297.4369210322 9.33233115782503 15.7739024787869 2.75835683255444 10 NA 22 1 323 "UNC-14" 73 NA "OECD" "OECD" 11470.9404071106 20235.7925762181 "EStat" 681 0 0 0 0 32.5 34.5 23.5 21 0 0 0 0 0 0 0 0 0 0 0 1 60 63 NA NA -0.502553716232575
"2786" "LIT" 390 "FIN" 366 2006 122.3 564.35 3269909 1 2 4 56226.4187015504 12212.2307601474 9.41019324985601 17.19510197426 2.84462457432666 10 NA 56 1 436 "UNC-14" 85 NA "OECD" "OECD" 32233.5820208161 57199.0420926591 "EStat" 681 3 4 3 3 35.5 38.5 26.5 24 0 0 0 0 0 0 0 0 0 0 0 1 60 63 NA NA 0.46409880847838
"2787" "LIT" 390 "FIN" 366 2007 229.18 684.57 3231294 1 2 4 63142.964244186 14471.1293005877 9.57991086085029 19.541076808296 2.97251875299267 10 NA 146 1 691 "UNC-14" 81 NA "OECD" "OECD" 78512.480427374 79254.8586165607 "EStat" 681 1 2 1 1 36.5 40.5 27.5 26 0 0 0 0 0 0 0 0 0 0 0 1 60 63 NA NA 0.915719980885368
"2788" "LIT" 390 "FIN" 366 2008 324.07 652.89 3198231 1 2 4 66015.8293604651 14798.8748981024 9.60230643646402 20.6413574755748 3.02729670761611 10 -2 -48 -2 678 "UNC-14" 94 NA "OECD" "OECD" 110590.402505296 72310.0303951368 "EStat" 681 0 4 2 2 36.5 44.5 29.5 28 0 0 0 0 0 0 0 0 0 0 0 1 60 63 NA 6.55535689181067 1.0190473701989
"2789" "LIT" 390 "FIN" 366 2009 270.93 342.77 3162916 1 2 4 58053.0220930233 10571.3704105984 9.26590472141571 18.3542724792638 2.90986238005669 10 1 -240 -2 480 "UNC-14" 66 NA "OECD" "OECD" 78045.5005986921 65173.6207055356 "EStat" 681 0 0 0 0 36.5 44.5 29.5 28 0 0 0 0 0 0 0 0 0 0 0 1 60 63 NA 6.39609597446757 0.903019007311712
"2790" "LIT" 390 "FIN" 366 2010 289.12 418.89 3097282 1 2 4 61683.8398255814 11478.0467947843 9.34819151557098 19.9154742208108 2.99149702859267 10 2 -38 4 480 "UNC-14" 143 NA "OECD" "OECD" 87768.2601086856 62503.4539928157 "EStat" 681 3 5 3 3 39.5 49.5 32.5 31 0 0 0 0 0 0 0 0 0 0 0 1 60 63 NA 6.15485809401642 0.890423101484744
"2791" "LIT" 390 "FIN" 366 2011 374.64 660.95 3028115 1 2 4 66918.1277131783 15475.4778023483 9.64701197283371 22.0989386840256 3.09552958402329 10 10 -57 9 478 "UNC-14" 121 NA "OECD" "OECD" 90139.0807773786 79458.413926499 "EStat" 681 0 0 0 0 39.5 49.5 32.5 31 0 0 0 0 0 0 0 0 0 0 0 1 60 63 NA 6.15862546367125 0.929958053714271
"2792" "LIT" 390 "FIN" 366 2012 348.66 602.53 2987773 1 2 4 72362.0700581395 13144.8699468625 9.48378684338073 24.2194002215495 3.18715397405075 10 6 -6 14 490 "UNC-14" 175 NA "OECD" "OECD" 90570.1390807774 85289.6748641429 "EStat" 681 3 5 3 3 42.5 49.5 35.5 34 0 0 0 0 0 0 0 0 0 0 0 1 60 63 NA 6.19440539110467 0.888004898091043
"2793" "LIT" 390 "FIN" 366 2013 440.63 672.96 2957689 1 2 4 76767.3737403101 14506.0322600988 9.58231985983505 25.9551878984944 3.25637150864788 10 NA NA NA NA NA 164 NA "OECD" "OECD" NA NA "EStat" 681 0 0 0 0 42.5 49.5 35.5 34 0 0 0 0 0 0 0 0 0 0 0 1 60 63 NA NA NA
"2794" "LIT" 390 "FIN" 366 2014 426.78 714.16 2932367 1 2 4 79724.5488372093 14311.0248554646 9.56878548811773 27.1877799870239 3.30276760716917 10 NA NA NA NA NA 154 NA "OECD" "OECD" NA NA "EStat" 681 0 0 0 0 42.5 49.5 35.5 34 0 0 0 0 0 0 0 0 0 0 0 1 60 63 NA NA NA
"2795" "LIT" 390 "FIN" 366 2015 394 642 2910199 1 2 4 82899.3937015504 12497.0757172211 9.43324995329924 28.4858161594964 3.34940628477734 10 NA NA NA NA NA NA NA NA NA NA NA "EStat" 681 0 0 0 0 42.5 49.5 35.5 34 0 0 0 0 0 0 0 0 0 0 0 1 60 63 NA NA NA
"2845" "LIT" 368 "GFR" 260 2000 546 821 3499536 1 2 4 39472.6486434109 34631.5752041178 10.4525211230532 11.2793949379034 2.42297760437444 10 NA NA NA NA NA 0 NA "OECD" "OECD" NA NA "EStat" 1037.2 0 0 0 0 24.5 24.5 15.5 13 0 0 0 0 0 0 0 0 0 0 1 0 60 64 NA NA NA
"2846" "LIT" 835 "GFR" 710 2001 575.78 1094.48 3470818 1 2 4 42235.2569767442 39546.580737503 10.5852345152866 12.1686752162586 2.49886504456293 10 NA 40 1 268 "UNC-14" 0 NA "OECD" "OECD" NA NA "EStat" 1037.2 0 0 0 0 24.5 24.5 15.5 13 0 0 0 0 0 0 0 0 0 0 1 0 60 64 NA NA NA
"2847" "LIT" 835 "GFR" 710 2002 567.73 1308.8 3443067 1 2 4 45062.8937015504 41642.4655821745 10.6368757328437 13.0880095280023 2.57169650785541 10 NA 5 1 346 "UNC-14" 3882 NA "OECD" "OECD" NA NA "EStat" 1037.2 3 5 3 3 27.5 29.5 18.5 16 0 0 0 0 0 0 0 0 0 0 1 0 60 64 NA NA NA
"2848" "LIT" 835 "GFR" 710 2003 709.49 1583.34 3415213 1 2 4 48580.9335271318 47196.0877145246 10.7620662807342 14.224861971166 2.65499127670809 10 1 8 2 374 "UNC-14" 3235 NA "OECD" "OECD" NA NA "EStat" 1037.2 1 1 1 1 28.5 30.5 19.5 17 0 0 0 0 0 0 0 0 0 0 0 0 60 64 NA 5.9362160728775 NA
"2849" "LIT" 835 "GFR" 710 2004 952.59 2073.27 3377075 1 2 4 50281.075872093 60178.9032457719 11.0050771254545 14.8889426121993 2.70061883089023 10 1 76 4 694 "UNC-14" 4783 NA "OECD" "OECD" NA NA "EStat" 1037.2 4 4 4 4 32.5 34.5 23.5 21 0 0 0 0 0 0 0 0 0 0 0 1 60 64 NA 6.56983199009361 NA
